invoice_id,customer_id,invoice_date,due_date,amount_usd,payment_terms_days,status
HIST-002681,CUS-0038,2025-12-01,2025-12-31,28076.93,30,paid
HIST-002682,CUS-0151,2025-11-16,2025-12-01,19925.39,15,paid
HIST-002683,CUS-0096,2025-10-02,2025-11-16,37312.0,45,paid
HIST-002684,CUS-0030,2025-08-08,2025-10-07,19065.67,60,paid
HIST-002685,CUS-0083,2025-08-25,2025-10-24,84510.16,60,paid
HIST-002686,CUS-0016,2025-10-11,2025-11-10,143894.6,30,paid
HIST-002687,CUS-0042,2025-06-21,2025-08-20,31957.74,60,paid
HIST-002688,CUS-0129,2025-06-07,2025-07-07,13414.51,30,paid
HIST-002689,CUS-0010,2026-04-04,2026-05-19,31620.38,45,paid
HIST-002690,CUS-0067,2025-07-01,2025-07-31,43579.73,30,paid
HIST-002691,CUS-0030,2026-02-08,2026-03-10,50386.69,30,paid
HIST-002692,CUS-0042,2025-06-04,2025-07-04,40372.42,30,paid
HIST-002693,CUS-0044,2025-07-06,2025-08-20,57555.56,45,paid
HIST-002694,CUS-0079,2026-05-13,2026-06-12,41327.57,30,paid
HIST-002695,CUS-0065,2026-01-25,2026-03-11,12946.58,45,paid
HIST-002696,CUS-0051,2026-02-24,2026-03-26,30449.23,30,paid
HIST-002697,CUS-0038,2025-04-28,2025-05-28,272740.42,30,paid
HIST-002698,CUS-0121,2026-02-13,2026-03-15,46105.2,30,paid
HIST-002699,CUS-0131,2025-06-01,2025-07-31,34736.53,60,paid
HIST-002700,CUS-0051,2025-05-09,2025-06-08,17488.34,30,paid
HIST-002701,CUS-0126,2025-05-12,2025-06-26,64577.61,45,paid
HIST-002702,CUS-0116,2025-12-18,2026-01-02,20405.22,15,paid
HIST-002703,CUS-0097,2025-12-03,2026-01-02,102783.1,30,paid
HIST-002704,CUS-0032,2025-05-30,2025-06-29,89201.12,30,paid
HIST-002705,CUS-0017,2026-02-24,2026-03-26,40735.0,30,paid
HIST-002706,CUS-0071,2025-10-04,2025-12-03,34808.98,60,paid
HIST-002707,CUS-0007,2026-02-25,2026-03-27,31994.02,30,paid
HIST-002708,CUS-0064,2025-09-08,2025-10-08,48143.05,30,paid
HIST-002709,CUS-0071,2025-10-05,2025-11-04,279894.87,30,paid
HIST-002710,CUS-0009,2025-09-22,2025-11-21,156949.92,60,paid
HIST-002711,CUS-0134,2026-02-26,2026-03-28,72818.49,30,paid
HIST-002712,CUS-0095,2025-12-20,2026-02-03,14384.01,45,paid
HIST-002713,CUS-0006,2025-04-07,2025-05-07,19692.2,30,paid
HIST-002714,CUS-0092,2025-10-28,2025-12-12,84664.71,45,paid
HIST-002715,CUS-0079,2025-10-04,2025-11-03,132014.21,30,paid
HIST-002716,CUS-0007,2025-03-31,2025-04-30,18787.73,30,paid
HIST-002717,CUS-0149,2026-02-02,2026-03-04,27889.43,30,paid
HIST-002718,CUS-0059,2025-10-15,2025-11-14,8597.46,30,paid
HIST-002719,CUS-0134,2025-06-21,2025-07-21,131967.1,30,paid
HIST-002720,CUS-0059,2025-07-06,2025-08-20,9675.95,45,paid
HIST-002721,CUS-0104,2025-07-19,2025-09-02,78194.81,45,paid
HIST-002722,CUS-0008,2026-04-05,2026-05-20,22807.76,45,paid
HIST-002723,CUS-0005,2025-12-06,2026-01-05,29629.98,30,paid
HIST-002724,CUS-0101,2025-05-28,2025-07-27,185608.18,60,paid
HIST-002725,CUS-0117,2025-11-26,2026-01-10,27871.21,45,paid
HIST-002726,CUS-0007,2025-11-16,2025-12-16,40990.48,30,paid
HIST-002727,CUS-0019,2025-11-13,2025-12-28,50109.4,45,paid
HIST-002728,CUS-0042,2025-05-06,2025-06-05,22675.97,30,paid
HIST-002729,CUS-0155,2025-06-11,2025-07-26,31339.29,45,paid
HIST-002730,CUS-0074,2025-12-15,2026-01-14,24108.31,30,paid
HIST-002731,CUS-0134,2026-03-26,2026-05-10,5491.72,45,paid
HIST-002732,CUS-0005,2025-12-12,2026-02-10,75380.21,60,paid
HIST-002733,CUS-0124,2026-04-03,2026-05-18,90200.0,45,paid
HIST-002734,CUS-0136,2025-07-04,2025-08-03,33526.75,30,paid
HIST-002735,CUS-0045,2026-04-01,2026-05-16,205833.15,45,paid
HIST-002736,CUS-0002,2025-08-13,2025-09-12,18510.04,30,paid
HIST-002737,CUS-0003,2026-04-25,2026-06-24,19338.16,60,paid
HIST-002738,CUS-0135,2025-10-04,2025-11-03,37063.3,30,paid
HIST-002739,CUS-0006,2026-05-07,2026-06-21,18226.57,45,paid
HIST-002740,CUS-0081,2025-07-02,2025-08-31,29033.25,60,paid
HIST-002741,CUS-0095,2025-06-15,2025-08-14,101131.98,60,paid
HIST-002742,CUS-0149,2025-06-21,2025-07-21,148334.98,30,paid
HIST-002743,CUS-0073,2025-12-14,2026-01-13,32397.01,30,paid
HIST-002744,CUS-0027,2025-06-28,2025-07-28,39165.2,30,paid
HIST-002745,CUS-0061,2025-05-25,2025-06-24,24795.91,30,paid
HIST-002746,CUS-0026,2026-05-12,2026-06-11,46519.63,30,paid
HIST-002747,CUS-0024,2025-08-15,2025-10-14,11104.15,60,paid
HIST-002748,CUS-0152,2026-04-24,2026-05-24,39890.09,30,paid
HIST-002749,CUS-0032,2026-03-28,2026-04-27,117658.28,30,paid
HIST-002750,CUS-0072,2026-01-16,2026-03-02,167210.28,45,paid
HIST-002751,CUS-0039,2025-07-29,2025-08-13,24602.53,15,paid
HIST-002752,CUS-0041,2025-08-04,2025-09-18,112645.86,45,paid
HIST-002753,CUS-0024,2025-05-29,2025-06-28,23985.85,30,paid
HIST-002754,CUS-0157,2026-04-21,2026-05-21,26595.63,30,paid
HIST-002755,CUS-0066,2025-12-29,2026-02-27,103334.05,60,paid
HIST-002756,CUS-0035,2026-03-28,2026-04-12,13478.52,15,paid
HIST-002757,CUS-0103,2026-05-25,2026-06-24,103649.24,30,paid
HIST-002758,CUS-0113,2025-06-17,2025-07-17,150095.92,30,paid
HIST-002759,CUS-0065,2025-10-16,2025-11-15,63012.5,30,paid
HIST-002760,CUS-0024,2025-11-21,2026-01-20,18129.94,60,paid
HIST-002761,CUS-0108,2025-12-10,2026-01-09,100227.97,30,paid
HIST-002762,CUS-0133,2026-05-29,2026-06-28,33072.54,30,paid
HIST-002763,CUS-0157,2025-08-24,2025-09-23,68884.66,30,paid
HIST-002764,CUS-0045,2025-07-30,2025-09-13,74746.49,45,paid
HIST-002765,CUS-0138,2025-12-07,2025-12-22,29131.96,15,paid
HIST-002766,CUS-0060,2026-01-16,2026-02-15,31579.86,30,paid
HIST-002767,CUS-0103,2025-12-23,2026-01-22,16874.55,30,paid
HIST-002768,CUS-0061,2025-10-30,2025-11-29,130754.9,30,paid
HIST-002769,CUS-0059,2025-12-27,2026-02-25,50914.36,60,paid
HIST-002770,CUS-0018,2026-04-13,2026-05-28,36472.34,45,paid
HIST-002771,CUS-0041,2026-04-11,2026-05-26,36310.96,45,paid
HIST-002772,CUS-0078,2025-11-13,2025-12-28,130041.7,45,paid
HIST-002773,CUS-0033,2025-06-11,2025-07-11,17202.58,30,paid
HIST-002774,CUS-0042,2025-04-17,2025-06-16,53611.2,60,paid
HIST-002775,CUS-0070,2025-05-10,2025-06-09,58877.46,30,paid
HIST-002776,CUS-0089,2025-07-19,2025-08-18,7163.13,30,paid
HIST-002777,CUS-0051,2026-02-20,2026-03-07,23729.75,15,paid
HIST-002778,CUS-0061,2025-05-06,2025-06-05,18494.82,30,paid
HIST-002779,CUS-0006,2025-11-05,2025-12-20,60914.69,45,paid
HIST-002780,CUS-0145,2025-07-04,2025-08-03,35664.19,30,paid
HIST-002781,CUS-0125,2026-04-25,2026-06-09,50420.64,45,paid
HIST-002782,CUS-0111,2025-06-23,2025-08-07,32829.66,45,paid
HIST-002783,CUS-0050,2025-11-13,2025-12-28,7550.87,45,paid
HIST-002784,CUS-0097,2026-03-14,2026-04-28,46889.83,45,paid
HIST-002785,CUS-0104,2025-09-13,2025-10-28,25698.9,45,paid
HIST-002786,CUS-0117,2025-05-16,2025-06-30,20487.5,45,paid
HIST-002787,CUS-0022,2026-01-21,2026-03-22,19966.51,60,paid
HIST-002788,CUS-0073,2026-04-18,2026-05-18,57513.91,30,paid
HIST-002789,CUS-0046,2025-12-28,2026-01-27,26186.95,30,paid
HIST-002790,CUS-0008,2025-11-05,2025-12-20,22515.98,45,paid
HIST-002791,CUS-0057,2025-07-26,2025-08-25,30645.84,30,paid
HIST-002792,CUS-0140,2026-02-08,2026-03-25,14653.98,45,paid
HIST-002793,CUS-0121,2026-02-14,2026-03-16,88768.84,30,paid
HIST-002794,CUS-0062,2025-10-16,2025-11-15,85553.03,30,paid
HIST-002795,CUS-0007,2025-07-20,2025-09-03,86719.11,45,paid
HIST-002796,CUS-0093,2025-11-18,2025-12-18,43540.75,30,paid
HIST-002797,CUS-0007,2026-05-07,2026-06-06,53807.09,30,paid
HIST-002798,CUS-0107,2026-05-10,2026-06-24,21380.93,45,paid
HIST-002799,CUS-0061,2026-05-30,2026-06-29,40859.08,30,paid
HIST-002800,CUS-0006,2026-05-30,2026-06-29,22035.11,30,paid
HIST-002801,CUS-0110,2025-11-09,2025-12-09,10493.5,30,paid
HIST-002802,CUS-0008,2026-01-01,2026-02-15,9566.09,45,paid
HIST-002803,CUS-0056,2026-01-28,2026-03-29,47739.19,60,paid
HIST-002804,CUS-0096,2025-10-03,2025-11-17,63386.53,45,paid
HIST-002805,CUS-0046,2025-06-20,2025-07-20,14891.18,30,paid
HIST-002806,CUS-0097,2025-07-05,2025-08-04,29411.63,30,paid
HIST-002807,CUS-0033,2025-07-07,2025-08-06,37421.46,30,paid
HIST-002808,CUS-0014,2025-10-04,2025-11-03,54014.87,30,paid
HIST-002809,CUS-0038,2025-10-22,2025-12-06,44999.7,45,paid
HIST-002810,CUS-0057,2026-03-01,2026-03-31,23415.6,30,paid
HIST-002811,CUS-0036,2026-01-31,2026-03-02,42468.25,30,paid
HIST-002812,CUS-0031,2026-02-28,2026-03-30,68320.17,30,paid
HIST-002813,CUS-0047,2026-03-23,2026-05-07,45184.96,45,paid
HIST-002814,CUS-0093,2026-05-11,2026-06-10,28185.22,30,paid
HIST-002815,CUS-0059,2025-03-30,2025-04-29,26108.98,30,paid
HIST-002816,CUS-0157,2025-08-13,2025-09-12,48150.44,30,paid
HIST-002817,CUS-0021,2025-09-20,2025-10-20,62989.68,30,paid
HIST-002818,CUS-0097,2025-05-25,2025-07-24,42912.29,60,paid
HIST-002819,CUS-0068,2025-05-16,2025-06-15,14245.51,30,paid
HIST-002820,CUS-0046,2025-08-13,2025-09-27,115350.88,45,paid
HIST-002821,CUS-0025,2025-05-18,2025-06-17,78399.9,30,paid
HIST-002822,CUS-0004,2025-10-24,2025-11-23,15884.79,30,paid
HIST-002823,CUS-0133,2025-10-10,2025-11-24,29555.04,45,paid
HIST-002824,CUS-0092,2025-07-18,2025-09-01,90498.93,45,paid
HIST-002825,CUS-0147,2025-04-23,2025-06-07,40038.82,45,paid
HIST-002826,CUS-0135,2025-12-19,2026-02-02,27044.18,45,paid
HIST-002827,CUS-0103,2026-02-08,2026-03-10,15978.9,30,paid
HIST-002828,CUS-0092,2025-06-30,2025-08-14,54313.06,45,paid
HIST-002829,CUS-0090,2025-05-30,2025-06-29,82293.34,30,paid
HIST-002830,CUS-0062,2025-08-21,2025-09-20,92308.94,30,paid
HIST-002831,CUS-0134,2026-02-04,2026-03-06,62873.56,30,paid
HIST-002832,CUS-0006,2025-10-30,2025-11-29,37709.45,30,paid
HIST-002833,CUS-0028,2025-07-24,2025-08-23,40191.3,30,paid
HIST-002834,CUS-0036,2026-02-11,2026-03-13,109986.57,30,paid
HIST-002835,CUS-0084,2025-04-22,2025-05-22,8863.14,30,paid
HIST-002836,CUS-0151,2025-11-22,2026-01-06,64349.11,45,paid
HIST-002837,CUS-0024,2025-12-22,2026-02-05,8678.36,45,paid
HIST-002838,CUS-0029,2025-03-21,2025-04-20,89428.44,30,paid
HIST-002839,CUS-0020,2026-02-01,2026-04-02,23437.48,60,paid
HIST-002840,CUS-0134,2025-12-18,2026-02-01,205882.55,45,paid
HIST-002841,CUS-0033,2025-09-05,2025-10-05,8446.52,30,paid
HIST-002842,CUS-0073,2025-11-05,2025-12-20,29799.91,45,paid
HIST-002843,CUS-0132,2025-07-11,2025-08-10,88749.55,30,paid
HIST-002844,CUS-0059,2025-05-13,2025-06-12,12660.5,30,paid
HIST-002845,CUS-0007,2025-08-19,2025-10-18,18556.36,60,paid
HIST-002846,CUS-0100,2026-02-20,2026-03-22,12001.17,30,paid
HIST-002847,CUS-0085,2025-04-25,2025-05-10,22930.81,15,paid
HIST-002848,CUS-0092,2026-05-28,2026-06-27,51591.28,30,paid
HIST-002849,CUS-0007,2025-11-05,2025-12-05,54520.08,30,paid
HIST-002850,CUS-0003,2025-12-13,2026-01-27,56990.62,45,paid
HIST-002851,CUS-0071,2025-08-04,2025-09-18,36784.52,45,paid
HIST-002852,CUS-0010,2026-03-28,2026-04-27,17112.22,30,paid
HIST-002853,CUS-0124,2026-05-01,2026-06-15,55900.43,45,paid
HIST-002854,CUS-0062,2025-07-07,2025-07-22,31657.99,15,paid
HIST-002855,CUS-0062,2025-07-05,2025-08-04,52454.16,30,paid
HIST-002856,CUS-0023,2026-04-18,2026-05-18,7031.61,30,paid
HIST-002857,CUS-0069,2025-11-30,2025-12-15,85176.66,15,paid
HIST-002858,CUS-0130,2026-03-15,2026-04-29,55822.62,45,paid
HIST-002859,CUS-0023,2025-09-24,2025-10-09,36523.73,15,paid
HIST-002860,CUS-0076,2025-05-31,2025-06-30,50332.0,30,paid
HIST-002861,CUS-0115,2025-12-27,2026-01-26,193281.86,30,paid
HIST-002862,CUS-0112,2026-05-25,2026-07-09,134116.79,45,paid
HIST-002863,CUS-0013,2025-05-16,2025-07-15,52818.67,60,paid
HIST-002864,CUS-0098,2026-01-03,2026-03-04,185546.47,60,paid
HIST-002865,CUS-0011,2025-06-26,2025-07-26,94101.66,30,paid
HIST-002866,CUS-0028,2026-05-29,2026-07-13,52457.95,45,paid
HIST-002867,CUS-0077,2025-08-23,2025-09-22,116110.13,30,paid
HIST-002868,CUS-0019,2026-01-06,2026-02-05,76303.22,30,paid
HIST-002869,CUS-0095,2026-04-05,2026-05-20,25915.51,45,paid
HIST-002870,CUS-0038,2025-11-01,2025-12-16,75605.75,45,paid
HIST-002871,CUS-0018,2025-09-29,2025-11-13,35138.45,45,paid
HIST-002872,CUS-0064,2025-11-05,2025-12-20,42327.5,45,paid
HIST-002873,CUS-0083,2026-05-01,2026-05-31,34013.01,30,paid
HIST-002874,CUS-0089,2025-05-05,2025-06-19,17848.57,45,paid
HIST-002875,CUS-0042,2026-05-02,2026-07-01,30270.84,60,paid
HIST-002876,CUS-0074,2026-05-10,2026-06-24,20863.04,45,paid
HIST-002877,CUS-0149,2025-11-25,2025-12-25,36430.19,30,paid
HIST-002878,CUS-0025,2025-12-07,2026-01-21,102449.06,45,paid
HIST-002879,CUS-0006,2025-10-30,2025-11-29,108307.6,30,paid
HIST-002880,CUS-0063,2025-08-26,2025-09-25,199362.91,30,paid
HIST-002881,CUS-0139,2026-01-17,2026-02-16,146242.82,30,paid
HIST-002882,CUS-0008,2026-05-25,2026-06-24,22407.57,30,paid
HIST-002883,CUS-0111,2026-02-06,2026-03-23,146159.37,45,paid
HIST-002884,CUS-0014,2026-02-01,2026-03-03,15770.01,30,paid
HIST-002885,CUS-0122,2025-12-22,2026-02-05,15184.02,45,paid
HIST-002886,CUS-0109,2025-10-21,2025-12-05,40356.79,45,paid
HIST-002887,CUS-0023,2026-03-16,2026-04-15,26838.2,30,paid
HIST-002888,CUS-0007,2025-05-05,2025-06-04,17482.55,30,paid
HIST-002889,CUS-0141,2025-03-14,2025-04-13,29866.85,30,paid
HIST-002890,CUS-0065,2025-11-10,2025-12-25,65350.72,45,paid
HIST-002891,CUS-0024,2025-12-26,2026-01-25,39827.06,30,paid
HIST-002892,CUS-0037,2025-07-22,2025-08-21,67768.33,30,paid
HIST-002893,CUS-0082,2025-05-28,2025-06-27,94848.54,30,paid
HIST-002894,CUS-0077,2026-01-08,2026-02-07,9593.18,30,paid
HIST-002895,CUS-0010,2025-07-10,2025-08-09,17555.53,30,paid
HIST-002896,CUS-0029,2026-04-01,2026-05-01,126385.15,30,paid
HIST-002897,CUS-0154,2025-09-21,2025-11-05,20508.33,45,paid
HIST-002898,CUS-0118,2025-12-20,2026-01-19,34065.62,30,paid
HIST-002899,CUS-0055,2025-12-06,2026-01-20,54934.43,45,paid
HIST-002900,CUS-0041,2025-05-23,2025-07-22,30141.79,60,paid
HIST-002901,CUS-0010,2026-04-21,2026-06-05,52359.16,45,paid
HIST-002902,CUS-0089,2025-05-02,2025-06-01,102235.1,30,paid
HIST-002903,CUS-0072,2025-03-11,2025-04-25,45590.78,45,paid
HIST-002904,CUS-0115,2025-11-01,2025-12-01,87127.03,30,paid
HIST-002905,CUS-0078,2025-06-26,2025-08-10,12697.59,45,paid
HIST-002906,CUS-0085,2026-04-11,2026-05-11,49044.39,30,paid
HIST-002907,CUS-0103,2026-05-22,2026-06-21,82158.39,30,paid
HIST-002908,CUS-0149,2026-04-27,2026-06-11,13236.6,45,paid
HIST-002909,CUS-0135,2025-06-19,2025-08-03,30679.75,45,paid
HIST-002910,CUS-0020,2025-07-24,2025-09-22,118234.37,60,paid
HIST-002911,CUS-0138,2025-12-30,2026-01-14,41450.23,15,paid
HIST-002912,CUS-0020,2025-05-18,2025-06-17,81784.91,30,paid
HIST-002913,CUS-0157,2026-03-26,2026-04-25,30617.54,30,paid
HIST-002914,CUS-0060,2025-09-27,2025-10-27,12181.52,30,paid
HIST-002915,CUS-0128,2025-05-18,2025-07-02,34105.4,45,paid
HIST-002916,CUS-0126,2025-10-30,2025-11-14,28208.49,15,paid
HIST-002917,CUS-0122,2025-05-09,2025-06-23,49208.94,45,paid
HIST-002918,CUS-0072,2026-04-16,2026-05-31,81006.06,45,paid
HIST-002919,CUS-0098,2025-07-11,2025-07-26,50637.02,15,paid
HIST-002920,CUS-0034,2025-03-25,2025-04-24,115774.12,30,paid
HIST-002921,CUS-0139,2026-03-18,2026-04-17,48472.68,30,paid
HIST-002922,CUS-0135,2025-10-14,2025-11-13,58012.1,30,paid
HIST-002923,CUS-0001,2026-06-02,2026-07-17,24998.34,45,paid
HIST-002924,CUS-0035,2025-10-27,2025-11-26,23587.26,30,paid
HIST-002925,CUS-0157,2025-05-17,2025-06-16,239639.1,30,paid
HIST-002926,CUS-0071,2025-09-12,2025-10-27,45906.16,45,paid
HIST-002927,CUS-0035,2026-01-24,2026-02-08,150449.46,15,paid
HIST-002928,CUS-0059,2026-01-08,2026-02-07,115312.14,30,paid
HIST-002929,CUS-0157,2026-02-03,2026-03-05,46459.93,30,paid
HIST-002930,CUS-0136,2025-07-15,2025-08-29,8789.67,45,paid
HIST-002931,CUS-0040,2026-03-07,2026-04-06,22315.32,30,paid
HIST-002932,CUS-0062,2025-09-01,2025-10-01,22882.08,30,paid
HIST-002933,CUS-0124,2025-06-11,2025-07-26,84681.07,45,paid
HIST-002934,CUS-0113,2026-04-25,2026-06-09,43960.4,45,paid
HIST-002935,CUS-0136,2025-12-09,2026-01-23,55817.06,45,paid
HIST-002936,CUS-0014,2026-02-17,2026-03-19,43933.68,30,paid
HIST-002937,CUS-0145,2025-10-02,2025-11-01,40225.88,30,paid
HIST-002938,CUS-0063,2025-05-03,2025-06-17,251459.27,45,paid
HIST-002939,CUS-0039,2025-05-09,2025-05-24,43054.63,15,paid
HIST-002940,CUS-0143,2025-04-16,2025-05-16,40476.01,30,paid
HIST-002941,CUS-0078,2025-03-24,2025-04-08,57694.04,15,paid
HIST-002942,CUS-0073,2025-08-13,2025-09-27,130793.51,45,paid
HIST-002943,CUS-0014,2025-12-26,2026-01-25,25685.02,30,paid
HIST-002944,CUS-0099,2026-03-01,2026-04-15,47499.16,45,paid
HIST-002945,CUS-0103,2025-11-24,2026-01-08,48431.66,45,paid
HIST-002946,CUS-0100,2025-06-29,2025-07-14,35419.6,15,paid
HIST-002947,CUS-0092,2025-09-12,2025-10-12,38567.29,30,paid
HIST-002948,CUS-0140,2025-12-12,2026-01-26,38478.33,45,paid
HIST-002949,CUS-0078,2025-12-03,2026-01-02,40622.67,30,paid
HIST-002950,CUS-0139,2026-01-19,2026-03-05,50792.73,45,paid
HIST-002951,CUS-0024,2025-10-20,2025-11-19,18797.78,30,paid
HIST-002952,CUS-0151,2026-04-10,2026-05-25,114902.9,45,paid
HIST-002953,CUS-0096,2026-04-30,2026-06-14,68629.8,45,paid
HIST-002954,CUS-0015,2025-03-20,2025-04-19,21281.11,30,paid
HIST-002955,CUS-0126,2026-02-23,2026-03-25,43042.44,30,paid
HIST-002956,CUS-0005,2025-09-19,2025-10-19,42410.54,30,paid
HIST-002957,CUS-0049,2025-04-21,2025-05-21,48530.69,30,paid
HIST-002958,CUS-0114,2025-07-13,2025-09-11,29891.61,60,paid
HIST-002959,CUS-0155,2025-09-04,2025-10-04,19862.41,30,paid
HIST-002960,CUS-0008,2025-12-25,2026-02-08,60620.73,45,paid
HIST-002961,CUS-0013,2025-12-06,2026-01-20,87244.45,45,paid
HIST-002962,CUS-0059,2025-05-21,2025-06-20,35916.04,30,paid
HIST-002963,CUS-0124,2025-06-14,2025-07-14,69157.81,30,paid
HIST-002964,CUS-0047,2025-10-24,2025-12-08,17987.29,45,paid
HIST-002965,CUS-0026,2025-09-02,2025-10-17,229526.24,45,paid
HIST-002966,CUS-0005,2026-04-09,2026-05-09,118044.45,30,paid
HIST-002967,CUS-0076,2025-04-20,2025-05-20,33957.34,30,paid
HIST-002968,CUS-0048,2026-05-01,2026-05-31,10751.21,30,paid
HIST-002969,CUS-0040,2025-08-03,2025-08-18,15530.95,15,paid
HIST-002970,CUS-0105,2026-04-08,2026-05-23,28661.84,45,paid
HIST-002971,CUS-0090,2026-03-02,2026-04-16,38430.32,45,paid
HIST-002972,CUS-0065,2026-04-01,2026-05-16,54878.66,45,paid
HIST-002973,CUS-0153,2025-10-06,2025-12-05,41548.45,60,paid
HIST-002974,CUS-0083,2025-05-30,2025-07-14,15396.08,45,paid
HIST-002975,CUS-0061,2026-01-10,2026-02-09,42955.28,30,paid
HIST-002976,CUS-0077,2026-03-27,2026-04-26,42493.59,30,paid
HIST-002977,CUS-0031,2025-12-19,2026-02-02,22460.05,45,paid
HIST-002978,CUS-0040,2025-07-31,2025-09-29,72126.88,60,paid
HIST-002979,CUS-0001,2025-04-14,2025-05-29,18576.1,45,paid
HIST-002980,CUS-0104,2026-01-26,2026-03-12,29408.19,45,paid
HIST-002981,CUS-0045,2025-08-10,2025-09-09,16074.86,30,paid
HIST-002982,CUS-0098,2026-05-31,2026-06-30,44710.57,30,paid
HIST-002983,CUS-0059,2026-03-20,2026-04-19,28859.95,30,paid
HIST-002984,CUS-0046,2026-04-13,2026-06-12,76794.27,60,paid
HIST-002985,CUS-0090,2025-07-16,2025-08-15,37427.97,30,paid
HIST-002986,CUS-0015,2026-01-21,2026-02-20,47728.89,30,paid
HIST-002987,CUS-0113,2025-09-16,2025-10-16,19691.58,30,paid
HIST-002988,CUS-0018,2026-01-01,2026-03-02,28271.59,60,paid
HIST-002989,CUS-0028,2025-05-19,2025-06-18,43113.02,30,paid
HIST-002990,CUS-0047,2026-04-12,2026-05-12,20077.01,30,paid
HIST-002991,CUS-0145,2026-04-25,2026-06-09,74913.24,45,paid
HIST-002992,CUS-0069,2025-03-28,2025-04-27,18252.87,30,paid
HIST-002993,CUS-0044,2025-03-30,2025-04-29,51243.05,30,paid
HIST-002994,CUS-0135,2025-06-23,2025-08-07,169848.99,45,paid
HIST-002995,CUS-0012,2026-01-10,2026-01-25,11084.19,15,paid
HIST-002996,CUS-0010,2025-10-08,2025-11-07,30718.57,30,paid
HIST-002997,CUS-0026,2025-11-22,2026-01-21,79432.1,60,paid
HIST-002998,CUS-0071,2026-05-06,2026-07-05,91789.06,60,paid
HIST-002999,CUS-0157,2025-11-13,2025-12-13,28886.17,30,paid
HIST-003000,CUS-0156,2025-06-15,2025-07-30,61896.42,45,paid
HIST-003001,CUS-0107,2025-05-28,2025-06-27,37120.54,30,paid
HIST-003002,CUS-0091,2025-06-23,2025-07-23,358893.45,30,paid
HIST-003003,CUS-0157,2026-04-22,2026-05-22,37730.4,30,paid
HIST-003004,CUS-0114,2025-05-02,2025-06-16,47409.06,45,paid
HIST-003005,CUS-0017,2025-07-10,2025-08-09,55229.54,30,paid
HIST-003006,CUS-0076,2025-06-09,2025-07-09,113080.58,30,paid
HIST-003007,CUS-0059,2026-02-09,2026-03-26,13551.55,45,paid
HIST-003008,CUS-0040,2025-10-14,2025-11-28,233347.54,45,paid
HIST-003009,CUS-0076,2025-08-30,2025-10-14,71865.98,45,paid
HIST-003010,CUS-0038,2025-08-26,2025-10-25,33216.87,60,paid
HIST-003011,CUS-0033,2025-11-09,2025-12-24,69419.15,45,paid
HIST-003012,CUS-0005,2025-11-09,2025-12-09,56405.06,30,paid
HIST-003013,CUS-0123,2026-01-05,2026-02-04,18059.47,30,paid
HIST-003014,CUS-0010,2026-02-24,2026-03-26,21855.66,30,paid
HIST-003015,CUS-0011,2026-03-17,2026-04-16,37484.47,30,paid
HIST-003016,CUS-0065,2025-09-05,2025-10-05,26330.92,30,paid
HIST-003017,CUS-0122,2025-06-02,2025-07-02,23007.86,30,paid
HIST-003018,CUS-0159,2026-05-19,2026-06-18,76987.09,30,paid
HIST-003019,CUS-0115,2025-05-14,2025-06-13,52190.07,30,paid
HIST-003020,CUS-0101,2025-08-29,2025-10-13,25099.07,45,paid
HIST-003021,CUS-0097,2026-05-18,2026-06-17,29332.0,30,paid
HIST-003022,CUS-0001,2025-09-22,2025-10-22,54588.55,30,paid
HIST-003023,CUS-0026,2025-12-30,2026-01-29,95267.84,30,paid
HIST-003024,CUS-0077,2025-06-14,2025-06-29,290997.96,15,paid
HIST-003025,CUS-0023,2026-01-22,2026-03-23,46109.73,60,paid
HIST-003026,CUS-0118,2026-04-30,2026-06-14,64106.15,45,paid
HIST-003027,CUS-0119,2025-08-11,2025-09-10,18978.2,30,paid
HIST-003028,CUS-0090,2025-12-25,2026-01-24,56886.33,30,paid
HIST-003029,CUS-0047,2026-03-28,2026-05-27,22745.67,60,paid
HIST-003030,CUS-0152,2025-08-16,2025-09-30,39617.49,45,paid
HIST-003031,CUS-0056,2025-04-24,2025-05-24,36101.66,30,paid
HIST-003032,CUS-0152,2026-01-29,2026-02-13,66489.05,15,paid
HIST-003033,CUS-0059,2026-01-10,2026-02-09,14597.55,30,paid
HIST-003034,CUS-0004,2026-05-06,2026-06-05,27419.95,30,paid
HIST-003035,CUS-0028,2025-04-13,2025-04-28,188741.04,15,paid
HIST-003036,CUS-0057,2025-05-08,2025-06-07,46202.67,30,paid
HIST-003037,CUS-0071,2026-01-14,2026-02-13,99331.75,30,paid
HIST-003038,CUS-0046,2025-09-28,2025-10-28,41731.83,30,paid
HIST-003039,CUS-0051,2025-07-19,2025-08-18,59542.88,30,paid
HIST-003040,CUS-0038,2025-10-26,2025-11-10,123953.76,15,paid
HIST-003041,CUS-0038,2026-05-28,2026-07-12,88247.51,45,paid
HIST-003042,CUS-0007,2025-03-17,2025-04-16,122079.8,30,paid
HIST-003043,CUS-0019,2025-11-11,2025-12-11,80604.47,30,paid
HIST-003044,CUS-0059,2025-06-03,2025-08-02,71786.58,60,paid
HIST-003045,CUS-0113,2025-08-26,2025-09-25,97696.53,30,paid
HIST-003046,CUS-0025,2025-11-18,2025-12-18,46852.07,30,paid
HIST-003047,CUS-0033,2026-02-07,2026-03-09,20773.76,30,paid
