payment_id,invoice_id,payment_date,amount_usd,days_late
PAY-004177,HIST-004177,2025-12-27,28958.77,15
PAY-002316,HIST-002316,2025-12-27,27963.34,21
PAY-002319,HIST-002319,2025-12-27,100157.61,16
PAY-001404,HIST-001404,2025-12-27,39101.22,24
PAY-002564,HIST-002564,2025-12-27,12996.31,28
PAY-002131,HIST-002131,2025-12-27,18249.16,33
PAY-000552,HIST-000552,2025-12-27,107657.64,5
PAY-004402,HIST-004402,2025-12-27,93447.88,57
PAY-001058,HIST-001058,2025-12-27,93856.46,4
PAY-004652,HIST-004652,2025-12-27,68744.03,16
PAY-001075,HIST-001075,2025-12-27,19695.42,27
PAY-001867,HIST-001867,2025-12-27,12163.61,51
PAY-004362,HIST-004362,2025-12-27,6956.72,7
PAY-004718,HIST-004718,2025-12-28,70334.46,33
PAY-004146,HIST-004146,2025-12-28,79150.1,23
PAY-003496,HIST-003496,2025-12-28,434817.17,38
PAY-003239,HIST-003239,2025-12-28,35517.63,34
PAY-001671,HIST-001671,2025-12-28,22982.15,24
PAY-002624,HIST-002624,2025-12-28,35294.89,32
PAY-000410,HIST-000410,2025-12-28,23827.83,11
PAY-004598,HIST-004598,2025-12-28,13500.11,16
PAY-002964,HIST-002964,2025-12-28,17987.29,20
PAY-003349,HIST-003349,2025-12-28,83671.88,24
PAY-003921,HIST-003921,2025-12-29,232048.34,22
PAY-002357,HIST-002357,2025-12-29,61528.65,19
PAY-002012,HIST-002012,2025-12-29,16816.52,29
PAY-001341,HIST-001341,2025-12-29,57052.99,-5
PAY-001215,HIST-001215,2025-12-29,97564.14,27
PAY-003380,HIST-003380,2025-12-29,22471.65,23
PAY-001600,HIST-001600,2025-12-30,41454.96,8
PAY-000805,HIST-000805,2025-12-30,23389.47,24
PAY-000293,HIST-000293,2025-12-30,24964.29,35
PAY-001571,HIST-001571,2025-12-30,99803.66,29
PAY-004014,HIST-004014,2025-12-30,132466.34,23
PAY-000578,HIST-000578,2025-12-30,24324.18,27
PAY-003043,HIST-003043,2025-12-30,80604.47,19
PAY-001523,HIST-001523,2025-12-30,50229.04,8
PAY-004782,HIST-004782,2025-12-30,122163.47,38
PAY-000791,HIST-000791,2025-12-30,305594.24,19
PAY-002886,HIST-002886,2025-12-30,40356.79,25
PAY-001038,HIST-001038,2025-12-30,67177.6,33
PAY-000448,HIST-000448,2025-12-31,57667.07,31
PAY-002790,HIST-002790,2025-12-31,22515.98,11
PAY-000466,HIST-000466,2025-12-31,107961.91,38
PAY-001255,HIST-001255,2025-12-31,9459.75,-5
PAY-003613,HIST-003613,2025-12-31,36949.58,23
PAY-000644,HIST-000644,2025-12-31,23290.09,19
PAY-004754,HIST-004754,2025-12-31,16617.75,-3
PAY-003591,HIST-003591,2025-12-31,15424.09,28
PAY-004342,HIST-004342,2025-12-31,24986.51,14
PAY-003074,HIST-003074,2025-12-31,75567.53,39
PAY-002261,HIST-002261,2025-12-31,86777.23,16
PAY-002543,HIST-002543,2026-01-01,45734.62,18
PAY-001167,HIST-001167,2026-01-01,31332.1,26
PAY-003114,HIST-003114,2026-01-01,13951.01,9
PAY-001871,HIST-001871,2026-01-01,23035.52,8
PAY-001777,HIST-001777,2026-01-01,96838.06,25
PAY-004274,HIST-004274,2026-01-01,51863.5,15
PAY-001045,HIST-001045,2026-01-01,25877.1,9
PAY-001529,HIST-001529,2026-01-01,48518.94,48
PAY-002924,HIST-002924,2026-01-01,23587.26,36
PAY-003559,HIST-003559,2026-01-02,82101.26,30
PAY-004385,HIST-004385,2026-01-02,43022.82,-3
PAY-003531,HIST-003531,2026-01-02,52357.89,19
PAY-000312,HIST-000312,2026-01-02,12298.2,31
PAY-003193,HIST-003193,2026-01-02,14657.98,-1
PAY-000263,HIST-000263,2026-01-02,14058.71,23
PAY-002879,HIST-002879,2026-01-02,108307.6,34
PAY-002328,HIST-002328,2026-01-02,101078.12,15
PAY-004664,HIST-004664,2026-01-02,33595.94,24
PAY-000517,HIST-000517,2026-01-02,214817.21,26
PAY-002511,HIST-002511,2026-01-03,193820.61,13
PAY-000679,HIST-000679,2026-01-03,53869.01,26
PAY-001125,HIST-001125,2026-01-03,91170.1,7
PAY-002106,HIST-002106,2026-01-03,26303.21,32
PAY-004761,HIST-004761,2026-01-03,22148.95,17
PAY-004142,HIST-004142,2026-01-03,108601.98,30
PAY-000659,HIST-000659,2026-01-03,27327.32,38
PAY-001142,HIST-001142,2026-01-04,74710.25,19
PAY-002497,HIST-002497,2026-01-04,52866.03,13
PAY-002857,HIST-002857,2026-01-04,85176.66,20
PAY-003138,HIST-003138,2026-01-04,81738.06,11
PAY-002671,HIST-002671,2026-01-04,39244.61,35
PAY-000187,HIST-000187,2026-01-04,65612.47,15
PAY-000832,HIST-000832,2026-01-04,47133.82,26
PAY-004055,HIST-004055,2026-01-04,48591.7,18
PAY-003934,HIST-003934,2026-01-04,27855.27,32
PAY-004233,HIST-004233,2026-01-05,38054.23,34
PAY-000563,HIST-000563,2026-01-05,64330.66,51
PAY-002779,HIST-002779,2026-01-05,60914.69,16
PAY-001139,HIST-001139,2026-01-05,27637.17,12
PAY-002135,HIST-002135,2026-01-05,27561.84,24
PAY-003280,HIST-003280,2026-01-05,40254.15,26
PAY-002206,HIST-002206,2026-01-05,37712.73,13
PAY-003572,HIST-003572,2026-01-05,14460.28,20
PAY-003011,HIST-003011,2026-01-05,69419.15,12
PAY-003717,HIST-003717,2026-01-05,21097.97,30
PAY-001717,HIST-001717,2026-01-05,39584.33,13
PAY-004421,HIST-004421,2026-01-05,22454.77,14
PAY-003720,HIST-003720,2026-01-05,27546.39,20
PAY-003319,HIST-003319,2026-01-05,30827.34,27
PAY-002877,HIST-002877,2026-01-06,36430.19,12
PAY-003990,HIST-003990,2026-01-06,91378.73,22
PAY-003992,HIST-003992,2026-01-06,24683.82,31
PAY-003831,HIST-003831,2026-01-06,52543.57,35
PAY-001536,HIST-001536,2026-01-06,171103.88,10
PAY-001637,HIST-001637,2026-01-06,46393.52,32
PAY-003876,HIST-003876,2026-01-06,169772.68,12
PAY-001257,HIST-001257,2026-01-06,86312.84,24
PAY-002973,HIST-002973,2026-01-06,41548.45,32
PAY-000112,HIST-000112,2026-01-06,36095.67,10
PAY-003392,HIST-003392,2026-01-06,34458.69,49
PAY-001960,HIST-001960,2026-01-06,35069.11,29
PAY-002710,HIST-002710,2026-01-07,156949.92,47
PAY-003257,HIST-003257,2026-01-07,39565.04,30
PAY-000484,HIST-000484,2026-01-07,73477.09,31
PAY-000081,HIST-000081,2026-01-07,38718.94,35
PAY-001847,HIST-001847,2026-01-07,48956.28,26
PAY-003324,HIST-003324,2026-01-07,30081.95,23
PAY-001145,HIST-001145,2026-01-07,16098.17,26
PAY-000016,HIST-000016,2026-01-07,12394.04,21
PAY-001670,HIST-001670,2026-01-07,47177.41,23
PAY-000940,HIST-000940,2026-01-08,71521.31,13
PAY-003820,HIST-003820,2026-01-08,44261.08,30
PAY-000450,HIST-000450,2026-01-08,8192.12,32
PAY-000972,HIST-000972,2026-01-08,26090.6,25
PAY-003601,HIST-003601,2026-01-08,15776.75,-5
PAY-002426,HIST-002426,2026-01-08,92315.66,7
PAY-003171,HIST-003171,2026-01-08,38320.18,33
PAY-003849,HIST-003849,2026-01-08,101032.3,42
PAY-002523,HIST-002523,2026-01-08,15060.37,13
PAY-002548,HIST-002548,2026-01-08,19839.45,38
PAY-003914,HIST-003914,2026-01-08,66377.57,18
PAY-001547,HIST-001547,2026-01-08,150802.96,31
PAY-002216,HIST-002216,2026-01-09,41309.67,-5
PAY-003991,HIST-003991,2026-01-09,20653.43,22
PAY-002036,HIST-002036,2026-01-09,75553.87,34
PAY-003156,HIST-003156,2026-01-09,27375.24,33
PAY-002607,HIST-002607,2026-01-09,71838.63,34
PAY-002443,HIST-002443,2026-01-09,16038.15,12
PAY-003284,HIST-003284,2026-01-09,33325.78,20
PAY-004149,HIST-004149,2026-01-09,37727.51,21
PAY-003829,HIST-003829,2026-01-09,34018.36,24
PAY-004496,HIST-004496,2026-01-09,64395.83,36
PAY-004013,HIST-004013,2026-01-09,55413.0,29
PAY-000358,HIST-000358,2026-01-09,31770.41,19
PAY-001719,HIST-001719,2026-01-09,10127.16,8
PAY-000943,HIST-000943,2026-01-09,98227.36,25
PAY-003426,HIST-003426,2026-01-09,97306.61,24
PAY-001455,HIST-001455,2026-01-09,24506.9,45
PAY-001408,HIST-001408,2026-01-09,45887.72,22
PAY-004137,HIST-004137,2026-01-10,44814.81,23
PAY-002620,HIST-002620,2026-01-10,144698.81,13
PAY-003179,HIST-003179,2026-01-10,69889.06,12
PAY-003422,HIST-003422,2026-01-10,21713.94,14
PAY-001222,HIST-001222,2026-01-10,78408.3,25
PAY-004232,HIST-004232,2026-01-10,9645.99,13
PAY-003435,HIST-003435,2026-01-10,40603.61,39
PAY-001005,HIST-001005,2026-01-10,36051.9,57
PAY-004198,HIST-004198,2026-01-10,24044.53,13
PAY-000687,HIST-000687,2026-01-10,95207.86,31
PAY-000766,HIST-000766,2026-01-10,162134.5,36
PAY-004599,HIST-004599,2026-01-10,49667.82,30
PAY-002283,HIST-002283,2026-01-10,76607.57,11
PAY-004323,HIST-004323,2026-01-10,30589.05,23
PAY-001710,HIST-001710,2026-01-10,14028.06,12
PAY-001493,HIST-001493,2026-01-11,61815.16,30
PAY-001253,HIST-001253,2026-01-11,60526.45,40
PAY-004409,HIST-004409,2026-01-11,15956.64,33
PAY-001731,HIST-001731,2026-01-11,56372.39,17
PAY-003492,HIST-003492,2026-01-11,68870.5,17
PAY-000850,HIST-000850,2026-01-11,53367.2,8
PAY-001535,HIST-001535,2026-01-11,47347.47,22
PAY-003046,HIST-003046,2026-01-11,46852.07,24
PAY-000212,HIST-000212,2026-01-11,45095.42,39
PAY-003589,HIST-003589,2026-01-11,36433.43,27
PAY-002904,HIST-002904,2026-01-11,87127.03,41
PAY-004086,HIST-004086,2026-01-11,45949.31,30
PAY-003237,HIST-003237,2026-01-11,65243.22,5
PAY-001113,HIST-001113,2026-01-11,34112.48,2
PAY-002849,HIST-002849,2026-01-11,54520.08,37
PAY-001342,HIST-001342,2026-01-11,46960.4,20
PAY-001592,HIST-001592,2026-01-12,11745.11,17
PAY-000682,HIST-000682,2026-01-12,157493.07,22
PAY-004282,HIST-004282,2026-01-12,59006.22,10
PAY-000648,HIST-000648,2026-01-12,80025.06,18
PAY-003192,HIST-003192,2026-01-12,56092.92,3
PAY-000351,HIST-000351,2026-01-12,51892.96,35
PAY-002332,HIST-002332,2026-01-12,9264.27,14
PAY-003922,HIST-003922,2026-01-12,91345.74,16
PAY-001861,HIST-001861,2026-01-12,25020.39,30
PAY-003154,HIST-003154,2026-01-12,230184.26,26
PAY-003133,HIST-003133,2026-01-12,69793.36,22
PAY-000042,HIST-000042,2026-01-12,47410.95,24
PAY-003141,HIST-003141,2026-01-13,55448.2,21
PAY-001321,HIST-001321,2026-01-13,50594.22,6
PAY-004711,HIST-004711,2026-01-13,62972.18,1
PAY-004261,HIST-004261,2026-01-13,70361.07,33
PAY-003226,HIST-003226,2026-01-13,68710.24,29
PAY-000238,HIST-000238,2026-01-13,29298.66,-5
PAY-001942,HIST-001942,2026-01-14,72538.77,36
PAY-004154,HIST-004154,2026-01-14,4716.85,20
PAY-002019,HIST-002019,2026-01-14,17161.42,33
PAY-004576,HIST-004576,2026-01-14,43133.41,13
PAY-001251,HIST-001251,2026-01-14,17275.79,38
PAY-000579,HIST-000579,2026-01-14,33826.46,33
PAY-003075,HIST-003075,2026-01-14,15782.59,8
PAY-004684,HIST-004684,2026-01-14,20216.25,40
PAY-003730,HIST-003730,2026-01-14,338490.12,14
PAY-003772,HIST-003772,2026-01-15,105986.96,8
PAY-002727,HIST-002727,2026-01-15,50109.4,18
PAY-001745,HIST-001745,2026-01-15,76004.12,20
PAY-001418,HIST-001418,2026-01-15,40428.29,38
PAY-001657,HIST-001657,2026-01-15,40853.42,17
PAY-004247,HIST-004247,2026-01-15,55030.19,31
PAY-003639,HIST-003639,2026-01-15,70349.76,19
PAY-000718,HIST-000718,2026-01-15,81547.51,13
PAY-000270,HIST-000270,2026-01-15,32927.07,14
PAY-001462,HIST-001462,2026-01-15,20060.73,14
PAY-002008,HIST-002008,2026-01-15,43459.52,42
PAY-001813,HIST-001813,2026-01-15,7716.06,24
PAY-002129,HIST-002129,2026-01-15,52240.42,23
PAY-002462,HIST-002462,2026-01-15,31645.88,22
PAY-001240,HIST-001240,2026-01-15,35226.89,20
PAY-000520,HIST-000520,2026-01-16,15118.33,31
PAY-001981,HIST-001981,2026-01-16,30893.64,20
PAY-003503,HIST-003503,2026-01-16,43988.34,28
PAY-000275,HIST-000275,2026-01-16,41388.85,28
PAY-000474,HIST-000474,2026-01-16,67548.12,22
PAY-002571,HIST-002571,2026-01-16,35805.01,25
PAY-001328,HIST-001328,2026-01-16,38941.33,28
PAY-001672,HIST-001672,2026-01-16,48219.36,10
PAY-004568,HIST-004568,2026-01-16,6195.39,37
PAY-000240,HIST-000240,2026-01-17,10075.1,18
PAY-002087,HIST-002087,2026-01-17,30880.58,0
PAY-003636,HIST-003636,2026-01-17,70082.99,0
PAY-004239,HIST-004239,2026-01-17,111114.7,-1
PAY-003669,HIST-003669,2026-01-17,29076.38,23
PAY-002001,HIST-002001,2026-01-17,78227.69,17
PAY-003411,HIST-003411,2026-01-17,111322.11,15
PAY-004040,HIST-004040,2026-01-17,41011.98,27
PAY-004471,HIST-004471,2026-01-17,50039.28,15
PAY-002005,HIST-002005,2026-01-17,49633.93,47
PAY-000669,HIST-000669,2026-01-18,49864.74,41
PAY-003603,HIST-003603,2026-01-18,9717.93,12
PAY-003469,HIST-003469,2026-01-18,28613.56,30
PAY-002765,HIST-002765,2026-01-18,29131.96,27
PAY-003978,HIST-003978,2026-01-18,94496.35,13
PAY-004638,HIST-004638,2026-01-18,55458.11,28
PAY-002415,HIST-002415,2026-01-19,132140.09,-1
PAY-000673,HIST-000673,2026-01-19,40633.46,14
PAY-003939,HIST-003939,2026-01-19,25408.12,10
PAY-002477,HIST-002477,2026-01-19,110283.24,51
PAY-002604,HIST-002604,2026-01-19,30046.74,25
PAY-003933,HIST-003933,2026-01-19,71224.4,25
PAY-002662,HIST-002662,2026-01-19,84395.12,15
PAY-000192,HIST-000192,2026-01-19,6858.92,22
PAY-001373,HIST-001373,2026-01-19,30412.74,14
PAY-002547,HIST-002547,2026-01-19,48364.28,16
PAY-002842,HIST-002842,2026-01-19,29799.91,30
PAY-002046,HIST-002046,2026-01-19,91728.25,25
PAY-000647,HIST-000647,2026-01-20,24352.89,24
PAY-000123,HIST-000123,2026-01-20,66742.07,31
PAY-004230,HIST-004230,2026-01-20,53730.56,3
PAY-000202,HIST-000202,2026-01-20,35913.76,36
PAY-001367,HIST-001367,2026-01-20,37032.88,21
PAY-004607,HIST-004607,2026-01-20,18768.43,25
PAY-001337,HIST-001337,2026-01-20,26241.05,31
PAY-002783,HIST-002783,2026-01-21,7550.87,24
PAY-002512,HIST-002512,2026-01-21,19215.38,20
PAY-002488,HIST-002488,2026-01-21,28677.7,28
PAY-001370,HIST-001370,2026-01-21,19188.66,40
PAY-002191,HIST-002191,2026-01-21,10132.06,14
PAY-000961,HIST-000961,2026-01-21,53172.61,28
PAY-002801,HIST-002801,2026-01-22,10493.5,44
PAY-003948,HIST-003948,2026-01-22,33999.64,51
PAY-002870,HIST-002870,2026-01-22,75605.75,37
PAY-002872,HIST-002872,2026-01-22,42327.5,33
PAY-000046,HIST-000046,2026-01-22,155203.86,33
PAY-000555,HIST-000555,2026-01-22,94975.45,14
PAY-000178,HIST-000178,2026-01-22,12589.88,48
PAY-002161,HIST-002161,2026-01-22,12058.36,37
PAY-001659,HIST-001659,2026-01-22,223160.89,30
PAY-003598,HIST-003598,2026-01-22,19092.29,10
PAY-000836,HIST-000836,2026-01-22,40868.57,45
PAY-003903,HIST-003903,2026-01-22,118159.62,38
PAY-004083,HIST-004083,2026-01-23,13648.2,11
PAY-002260,HIST-002260,2026-01-23,23764.78,19
PAY-004217,HIST-004217,2026-01-23,65341.94,37
PAY-004338,HIST-004338,2026-01-23,62718.65,26
PAY-004226,HIST-004226,2026-01-23,14371.83,18
PAY-001517,HIST-001517,2026-01-23,73925.78,28
PAY-003681,HIST-003681,2026-01-23,26162.78,16
PAY-002725,HIST-002725,2026-01-23,27871.21,13
PAY-002836,HIST-002836,2026-01-23,64349.11,17
PAY-001826,HIST-001826,2026-01-23,16284.21,45
PAY-002890,HIST-002890,2026-01-24,65350.72,30
PAY-003335,HIST-003335,2026-01-24,4415.33,55
PAY-003607,HIST-003607,2026-01-24,22261.47,18
PAY-002591,HIST-002591,2026-01-24,48267.17,19
PAY-003091,HIST-003091,2026-01-24,28338.19,9
PAY-004309,HIST-004309,2026-01-24,96725.99,24
PAY-004107,HIST-004107,2026-01-24,27775.18,31
PAY-003751,HIST-003751,2026-01-24,117967.72,23
PAY-001800,HIST-001800,2026-01-24,75784.86,34
PAY-000409,HIST-000409,2026-01-24,77026.35,21
PAY-003178,HIST-003178,2026-01-24,72759.41,7
PAY-003851,HIST-003851,2026-01-25,14070.25,-4
PAY-000797,HIST-000797,2026-01-25,16169.66,22
PAY-001120,HIST-001120,2026-01-25,46746.48,36
PAY-004171,HIST-004171,2026-01-25,50830.13,15
PAY-001444,HIST-001444,2026-01-25,157597.91,29
PAY-001666,HIST-001666,2026-01-25,56343.43,19
PAY-001154,HIST-001154,2026-01-25,20061.5,25
PAY-004220,HIST-004220,2026-01-25,41189.98,31
PAY-002702,HIST-002702,2026-01-25,20405.22,23
PAY-004669,HIST-004669,2026-01-26,184638.91,34
PAY-001310,HIST-001310,2026-01-26,71488.94,3
PAY-002562,HIST-002562,2026-01-26,55188.79,22
PAY-001714,HIST-001714,2026-01-26,30410.71,27
PAY-002290,HIST-002290,2026-01-26,104186.16,32
PAY-002629,HIST-002629,2026-01-26,10587.47,25
PAY-003499,HIST-003499,2026-01-26,44119.36,30
PAY-001027,HIST-001027,2026-01-27,96565.98,45
PAY-004010,HIST-004010,2026-01-27,21166.31,5
PAY-002840,HIST-002840,2026-01-27,205882.55,-5
PAY-000891,HIST-000891,2026-01-27,38556.32,19
PAY-001931,HIST-001931,2026-01-27,33952.48,8
PAY-000142,HIST-000142,2026-01-27,15622.65,27
PAY-002703,HIST-002703,2026-01-27,102783.1,25
PAY-000516,HIST-000516,2026-01-27,29413.28,35
PAY-001837,HIST-001837,2026-01-28,56299.53,5
PAY-000923,HIST-000923,2026-01-28,95288.52,30
PAY-004069,HIST-004069,2026-01-28,46090.56,43
PAY-003605,HIST-003605,2026-01-28,43929.95,22
PAY-002117,HIST-002117,2026-01-28,18130.98,7
PAY-000075,HIST-000075,2026-01-28,40295.97,38
PAY-001390,HIST-001390,2026-01-28,10072.21,34
PAY-003697,HIST-003697,2026-01-29,36288.95,5
PAY-002478,HIST-002478,2026-01-29,37461.54,12
PAY-002031,HIST-002031,2026-01-29,44530.64,21
PAY-002723,HIST-002723,2026-01-29,29629.98,24
PAY-002213,HIST-002213,2026-01-29,8805.61,13
PAY-002761,HIST-002761,2026-01-29,100227.97,20
PAY-000830,HIST-000830,2026-01-29,65305.2,11
PAY-003363,HIST-003363,2026-01-29,102651.65,36
PAY-001298,HIST-001298,2026-01-29,18011.49,15
PAY-000459,HIST-000459,2026-01-29,125977.44,32
PAY-000231,HIST-000231,2026-01-29,32858.57,15
PAY-001056,HIST-001056,2026-01-30,156760.23,28
PAY-003811,HIST-003811,2026-01-30,62431.97,4
PAY-000451,HIST-000451,2026-01-30,64718.0,26
PAY-000320,HIST-000320,2026-01-30,42436.35,-5
PAY-001480,HIST-001480,2026-01-30,24905.05,33
PAY-000912,HIST-000912,2026-01-30,78600.02,26
PAY-003405,HIST-003405,2026-01-31,94707.07,9
PAY-000704,HIST-000704,2026-01-31,49686.87,6
PAY-003262,HIST-003262,2026-01-31,47039.18,29
PAY-003668,HIST-003668,2026-01-31,57678.92,28
PAY-004641,HIST-004641,2026-01-31,13393.11,24
PAY-000996,HIST-000996,2026-01-31,69522.98,27
PAY-000214,HIST-000214,2026-01-31,58069.81,27
PAY-000364,HIST-000364,2026-01-31,16080.36,22
PAY-001576,HIST-001576,2026-01-31,62059.16,25
PAY-002585,HIST-002585,2026-01-31,19998.06,-5
PAY-000236,HIST-000236,2026-01-31,15499.58,11
PAY-004473,HIST-004473,2026-01-31,229622.72,15
PAY-000143,HIST-000143,2026-02-01,49892.23,40
PAY-003579,HIST-003579,2026-02-01,37948.4,0
PAY-003099,HIST-003099,2026-02-01,20625.28,28
PAY-001860,HIST-001860,2026-02-01,40151.18,19
PAY-003302,HIST-003302,2026-02-01,30285.26,40
PAY-003758,HIST-003758,2026-02-01,36386.4,15
PAY-003606,HIST-003606,2026-02-01,18570.83,2
PAY-003013,HIST-003013,2026-02-01,18059.47,-3
PAY-001636,HIST-001636,2026-02-01,107224.48,40
PAY-003066,HIST-003066,2026-02-01,38053.13,21
PAY-000246,HIST-000246,2026-02-01,18844.4,25
PAY-000635,HIST-000635,2026-02-02,36083.25,43
PAY-003912,HIST-003912,2026-02-02,39396.16,14
PAY-002410,HIST-002410,2026-02-02,21996.08,41
PAY-002945,HIST-002945,2026-02-02,48431.66,25
PAY-002949,HIST-002949,2026-02-02,40622.67,31
PAY-003884,HIST-003884,2026-02-02,87450.53,22
PAY-002534,HIST-002534,2026-02-02,18053.45,7
PAY-002726,HIST-002726,2026-02-02,40990.48,48
PAY-000359,HIST-000359,2026-02-03,14529.37,34
PAY-002898,HIST-002898,2026-02-03,34065.62,15
PAY-002116,HIST-002116,2026-02-03,44476.6,39
PAY-003725,HIST-003725,2026-02-03,243598.28,30
PAY-001234,HIST-001234,2026-02-03,5281.04,14
PAY-002743,HIST-002743,2026-02-03,32397.01,21
PAY-003273,HIST-003273,2026-02-03,158245.5,34
PAY-000658,HIST-000658,2026-02-03,80845.72,10
PAY-001602,HIST-001602,2026-02-03,24704.01,23
PAY-001192,HIST-001192,2026-02-03,33465.07,18
PAY-003762,HIST-003762,2026-02-03,73965.55,37
PAY-002772,HIST-002772,2026-02-04,130041.7,38
PAY-000815,HIST-000815,2026-02-04,122082.83,12
PAY-004063,HIST-004063,2026-02-04,31454.15,31
PAY-000024,HIST-000024,2026-02-04,77941.06,40
PAY-004159,HIST-004159,2026-02-04,52403.97,21
PAY-002267,HIST-002267,2026-02-05,43125.02,32
PAY-003097,HIST-003097,2026-02-05,31601.12,17
PAY-000966,HIST-000966,2026-02-05,43832.08,19
PAY-001500,HIST-001500,2026-02-05,30407.37,40
PAY-004395,HIST-004395,2026-02-05,68727.48,27
PAY-003795,HIST-003795,2026-02-05,38623.65,23
PAY-002661,HIST-002661,2026-02-05,36118.79,55
PAY-001603,HIST-001603,2026-02-05,68635.28,4
PAY-003340,HIST-003340,2026-02-05,20460.4,41
PAY-000557,HIST-000557,2026-02-05,26398.46,3
PAY-000883,HIST-000883,2026-02-06,44181.7,25
PAY-001080,HIST-001080,2026-02-06,56236.16,22
PAY-001564,HIST-001564,2026-02-06,28043.12,26
PAY-002156,HIST-002156,2026-02-06,62968.92,34
PAY-004591,HIST-004591,2026-02-06,53875.09,37
PAY-001757,HIST-001757,2026-02-06,93545.0,35
PAY-002054,HIST-002054,2026-02-06,97066.96,15
PAY-000426,HIST-000426,2026-02-06,49440.77,23
PAY-003602,HIST-003602,2026-02-06,18800.52,16
PAY-001285,HIST-001285,2026-02-06,147180.5,24
PAY-002600,HIST-002600,2026-02-06,26441.07,2
PAY-000813,HIST-000813,2026-02-07,19394.86,16
PAY-000265,HIST-000265,2026-02-07,24902.41,12
PAY-003624,HIST-003624,2026-02-07,132361.1,15
PAY-000576,HIST-000576,2026-02-07,39055.53,29
PAY-002681,HIST-002681,2026-02-07,28076.93,38
PAY-001007,HIST-001007,2026-02-07,19332.63,20
PAY-000368,HIST-000368,2026-02-07,59545.17,12
PAY-003188,HIST-003188,2026-02-08,26521.82,26
PAY-002152,HIST-002152,2026-02-08,28161.78,44
PAY-002760,HIST-002760,2026-02-08,18129.94,19
PAY-002301,HIST-002301,2026-02-08,28208.02,23
PAY-002611,HIST-002611,2026-02-08,150410.16,22
PAY-003338,HIST-003338,2026-02-08,10246.26,14
PAY-004219,HIST-004219,2026-02-08,9288.61,13
PAY-002570,HIST-002570,2026-02-08,83063.77,21
PAY-001787,HIST-001787,2026-02-08,65814.46,27
PAY-002224,HIST-002224,2026-02-08,28670.87,7
PAY-000640,HIST-000640,2026-02-08,4372.85,35
PAY-002198,HIST-002198,2026-02-08,124251.15,37
PAY-003493,HIST-003493,2026-02-08,57887.98,7
PAY-001343,HIST-001343,2026-02-08,19694.53,22
PAY-003243,HIST-003243,2026-02-09,49421.79,26
PAY-003271,HIST-003271,2026-02-09,13394.73,14
PAY-004582,HIST-004582,2026-02-09,71875.93,37
PAY-004148,HIST-004148,2026-02-09,123407.82,27
PAY-004560,HIST-004560,2026-02-09,97108.03,22
PAY-003672,HIST-003672,2026-02-09,13659.12,36
PAY-003296,HIST-003296,2026-02-10,21088.01,34
PAY-002961,HIST-002961,2026-02-10,87244.45,21
PAY-003123,HIST-003123,2026-02-10,46748.48,35
PAY-004422,HIST-004422,2026-02-10,22178.7,20
PAY-003874,HIST-003874,2026-02-10,59161.38,32
PAY-004403,HIST-004403,2026-02-10,22166.67,32
PAY-000975,HIST-000975,2026-02-10,7167.64,41
PAY-000011,HIST-000011,2026-02-10,44441.25,17
PAY-004439,HIST-004439,2026-02-10,13149.09,27
PAY-002948,HIST-002948,2026-02-10,38478.33,15
PAY-004238,HIST-004238,2026-02-10,135045.6,7
PAY-002928,HIST-002928,2026-02-10,115312.14,3
PAY-000154,HIST-000154,2026-02-10,115571.39,6
PAY-004489,HIST-004489,2026-02-10,36837.25,37
PAY-002317,HIST-002317,2026-02-10,24191.42,16
PAY-002408,HIST-002408,2026-02-10,20800.07,37
PAY-004705,HIST-004705,2026-02-10,67214.32,29
PAY-002558,HIST-002558,2026-02-11,25699.66,33
PAY-004260,HIST-004260,2026-02-11,23420.47,10
PAY-003535,HIST-003535,2026-02-11,12262.14,4
PAY-004283,HIST-004283,2026-02-11,17557.35,24
PAY-002009,HIST-002009,2026-02-11,27589.03,37
PAY-001085,HIST-001085,2026-02-11,19735.7,22
PAY-001685,HIST-001685,2026-02-11,12860.29,27
PAY-004106,HIST-004106,2026-02-11,73336.43,10
PAY-002608,HIST-002608,2026-02-11,37504.62,13
PAY-004357,HIST-004357,2026-02-11,29008.18,40
PAY-003959,HIST-003959,2026-02-11,35266.47,35
PAY-000810,HIST-000810,2026-02-11,59908.7,24
PAY-003246,HIST-003246,2026-02-11,69387.74,17
PAY-001330,HIST-001330,2026-02-11,46051.79,28
PAY-003028,HIST-003028,2026-02-12,56886.33,19
PAY-000457,HIST-000457,2026-02-12,57507.21,28
PAY-001613,HIST-001613,2026-02-12,84089.27,41
PAY-001992,HIST-001992,2026-02-12,29443.26,27
PAY-000452,HIST-000452,2026-02-12,30153.58,18
PAY-000103,HIST-000103,2026-02-13,256310.62,26
PAY-003554,HIST-003554,2026-02-13,21719.86,3
PAY-004685,HIST-004685,2026-02-13,10325.31,17
PAY-001561,HIST-001561,2026-02-13,89090.86,23
PAY-003197,HIST-003197,2026-02-13,43770.04,45
PAY-002975,HIST-002975,2026-02-13,42955.28,4
PAY-000886,HIST-000886,2026-02-13,193209.83,12
PAY-003787,HIST-003787,2026-02-13,172789.83,24
PAY-001556,HIST-001556,2026-02-13,29871.03,18
PAY-003023,HIST-003023,2026-02-13,95267.84,15
PAY-002220,HIST-002220,2026-02-13,43389.44,8
PAY-004335,HIST-004335,2026-02-13,90162.34,32
